,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
605,kev,02/13/2025,Improper Access Control,CVE-2024-24919,Check Point Quantum Security Gateways Information Disclosure Vulnerability,secondary_impact,T1059.004,Unix Shell,15.1,enterprise,,,,"['https://www.greynoise.io/blog/whats-going-on-with-checkpoint-cve-2024-24919', 'https://labs.watchtowr.com/check-point-wrong-check-point-cve-2024-24919/', 'https://censys.com/cve-2024-24919/', 'https://www.rapid7.com/blog/post/2024/05/30/etr-cve-2024-24919-check-point-security-gateway-information-disclosure/']","CVE-2024-24919 is an information disclosure/arbitrary file read vulnerability within Check Point's Quantum Security Gateway products. It's been reported that attacker are leveraging this vulnerability to retrieve, all files on the local file system, read sensitive data and extract credentials for all local accounts, including Active Directory, SSH keys, and certificates. ",,09/10/2024,02/11/2025
606,kev,02/13/2025,Improper Access Control,CVE-2024-24919,Check Point Quantum Security Gateways Information Disclosure Vulnerability,primary_impact,T1005,Data from Local System,15.1,enterprise,,,,"['https://www.greynoise.io/blog/whats-going-on-with-checkpoint-cve-2024-24919', 'https://labs.watchtowr.com/check-point-wrong-check-point-cve-2024-24919/', 'https://censys.com/cve-2024-24919/', 'https://www.rapid7.com/blog/post/2024/05/30/etr-cve-2024-24919-check-point-security-gateway-information-disclosure/']","CVE-2024-24919 is an information disclosure/arbitrary file read vulnerability within Check Point's Quantum Security Gateway products. It's been reported that attacker are leveraging this vulnerability to retrieve, all files on the local file system, read sensitive data and extract credentials for all local accounts, including Active Directory, SSH keys, and certificates. ",,09/10/2024,02/11/2025
607,kev,02/13/2025,Improper Access Control,CVE-2024-24919,Check Point Quantum Security Gateways Information Disclosure Vulnerability,exploitation_technique,T1202,Indirect Command Execution,15.1,enterprise,,,,"['https://www.greynoise.io/blog/whats-going-on-with-checkpoint-cve-2024-24919', 'https://labs.watchtowr.com/check-point-wrong-check-point-cve-2024-24919/', 'https://censys.com/cve-2024-24919/', 'https://www.rapid7.com/blog/post/2024/05/30/etr-cve-2024-24919-check-point-security-gateway-information-disclosure/']","CVE-2024-24919 is an information disclosure/arbitrary file read vulnerability within Check Point's Quantum Security Gateway products. It's been reported that attacker are leveraging this vulnerability to retrieve, all files on the local file system, read sensitive data and extract credentials for all local accounts, including Active Directory, SSH keys, and certificates. ",,09/10/2024,02/11/2025
608,kev,02/13/2025,Command Execution,CVE-2023-33246,Apache RocketMQ Command Execution Vulnerability,secondary_impact,T1608.001,Upload Malware,15.1,enterprise,,,,"['https://www.fortiguard.com/outbreak-alert/apache-rocketmq-rce', 'https://www.fortiguard.com/threat-signal-report/5203/active-exploitation-of-apache-rocketmq-updateconfig-command-execution-vulnerability-cve-2023-33246', 'https://arcticwolf.com/resources/blog/cve-2023-33246/']","This vulnerability is exploited by a remote attacker who leverages a command injection flaw in Apache RocketMQ versions 5.1 and lower. By using the update configuration function, the adversary can execute commands as the system user under which RocketMQ is running. This lack of permission verification in components like NameServer, Broker, and Controller, which are exposed on the extranet, allows for remote command execution. Additionally, attackers can forge RocketMQ protocol content to achieve the same effect. Since at least June 2023, threat actors have actively exploited this vulnerability to gain initial access and deploy the DreamBus botnet, a Linux-based malware.",,09/10/2024,02/11/2025
609,kev,02/13/2025,Command Execution,CVE-2023-33246,Apache RocketMQ Command Execution Vulnerability,primary_impact,T1059,Command and Scripting Interpreter,15.1,enterprise,,,,"['https://www.fortiguard.com/outbreak-alert/apache-rocketmq-rce', 'https://www.fortiguard.com/threat-signal-report/5203/active-exploitation-of-apache-rocketmq-updateconfig-command-execution-vulnerability-cve-2023-33246', 'https://arcticwolf.com/resources/blog/cve-2023-33246/']","This vulnerability is exploited by a remote attacker who leverages a command injection flaw in Apache RocketMQ versions 5.1 and lower. By using the update configuration function, the adversary can execute commands as the system user under which RocketMQ is running. This lack of permission verification in components like NameServer, Broker, and Controller, which are exposed on the extranet, allows for remote command execution. Additionally, attackers can forge RocketMQ protocol content to achieve the same effect. Since at least June 2023, threat actors have actively exploited this vulnerability to gain initial access and deploy the DreamBus botnet, a Linux-based malware.",,09/10/2024,02/11/2025
610,kev,02/13/2025,Command Execution,CVE-2023-33246,Apache RocketMQ Command Execution Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://www.fortiguard.com/outbreak-alert/apache-rocketmq-rce', 'https://www.fortiguard.com/threat-signal-report/5203/active-exploitation-of-apache-rocketmq-updateconfig-command-execution-vulnerability-cve-2023-33246', 'https://arcticwolf.com/resources/blog/cve-2023-33246/']","This vulnerability is exploited by a remote attacker who leverages a command injection flaw in Apache RocketMQ versions 5.1 and lower. By using the update configuration function, the adversary can execute commands as the system user under which RocketMQ is running. This lack of permission verification in components like NameServer, Broker, and Controller, which are exposed on the extranet, allows for remote command execution. Additionally, attackers can forge RocketMQ protocol content to achieve the same effect. Since at least June 2023, threat actors have actively exploited this vulnerability to gain initial access and deploy the DreamBus botnet, a Linux-based malware.",,09/10/2024,02/11/2025
611,kev,02/13/2025,Deserialization of Untrusted Data,CVE-2023-46604,Apache ActiveMQ Deserialization of Untrusted Data Vulnerability,secondary_impact,T1053.005,Scheduled Task,15.1,enterprise,,,,"['https://attackerkb.com/topics/IHsgZDE3tS/cve-2023-46604/rapid7-analysis?referrer=etrblog', 'https://www.rapid7.com/blog/post/2023/11/01/etr-suspected-exploitation-of-apache-activemq-cve-2023-46604/', 'https://www.trendmicro.com/en_us/research/23/k/cve-2023-46604-exploited-by-kinsing.html']","This vulnerability is exploited by a remote attacker who manipulates serialized class types in the OpenWire protocol to run arbitrary shell commands. This allows the adversary to execute remote code, leading to the download and installation of malware, such as the Kinsing malware and cryptocurrency miners, on Linux systems. Additionally, attackers have attempted to deploy ransomware, attributed to the HelloKitty ransomware family, on target systems. ",,09/10/2024,02/11/2025
612,kev,02/13/2025,Deserialization of Untrusted Data,CVE-2023-46604,Apache ActiveMQ Deserialization of Untrusted Data Vulnerability,primary_impact,T1059.004,Unix Shell,15.1,enterprise,,,,"['https://attackerkb.com/topics/IHsgZDE3tS/cve-2023-46604/rapid7-analysis?referrer=etrblog', 'https://www.rapid7.com/blog/post/2023/11/01/etr-suspected-exploitation-of-apache-activemq-cve-2023-46604/', 'https://www.trendmicro.com/en_us/research/23/k/cve-2023-46604-exploited-by-kinsing.html']","This vulnerability is exploited by a remote attacker who manipulates serialized class types in the OpenWire protocol to run arbitrary shell commands. This allows the adversary to execute remote code, leading to the download and installation of malware, such as the Kinsing malware and cryptocurrency miners, on Linux systems. Additionally, attackers have attempted to deploy ransomware, attributed to the HelloKitty ransomware family, on target systems. ",,09/10/2024,02/11/2025
613,kev,02/13/2025,Deserialization of Untrusted Data,CVE-2023-46604,Apache ActiveMQ Deserialization of Untrusted Data Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://attackerkb.com/topics/IHsgZDE3tS/cve-2023-46604/rapid7-analysis?referrer=etrblog', 'https://www.rapid7.com/blog/post/2023/11/01/etr-suspected-exploitation-of-apache-activemq-cve-2023-46604/', 'https://www.trendmicro.com/en_us/research/23/k/cve-2023-46604-exploited-by-kinsing.html']","This vulnerability is exploited by a remote attacker who manipulates serialized class types in the OpenWire protocol to run arbitrary shell commands. This allows the adversary to execute remote code, leading to the download and installation of malware, such as the Kinsing malware and cryptocurrency miners, on Linux systems. Additionally, attackers have attempted to deploy ransomware, attributed to the HelloKitty ransomware family, on target systems. ",,09/10/2024,02/11/2025
614,kev,02/13/2025,Resource Management,CVE-2023-27524,Apache Superset Insecure Default Initialization of Resource Vulnerability,primary_impact,T1078,Valid Accounts,15.1,enterprise,,,,"['https://www.horizon3.ai/attack-research/disclosures/cve-2023-27524-insecure-default-configuration-in-apache-superset-leads-to-remote-code-execution', 'https://thehackernews.com/2024/01/cisa-flags-6-vulnerabilities-apple.html']",This vulnerability is exploited by a remote attacker who forges a session cookie leveraging user_id or _user_id set to 1 in order to log in as an administrator. A successful exploitation could allow the adversary to gain authenticated access and gain access to unauthorized resources. ,,09/10/2024,02/11/2025
615,kev,02/13/2025,Resource Management,CVE-2023-27524,Apache Superset Insecure Default Initialization of Resource Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://www.horizon3.ai/attack-research/disclosures/cve-2023-27524-insecure-default-configuration-in-apache-superset-leads-to-remote-code-execution', 'https://thehackernews.com/2024/01/cisa-flags-6-vulnerabilities-apple.html']",This vulnerability is exploited by a remote attacker who forges a session cookie leveraging user_id or _user_id set to 1 in order to log in as an administrator. A successful exploitation could allow the adversary to gain authenticated access and gain access to unauthorized resources. ,,09/10/2024,02/11/2025
616,kev,02/13/2025,Denial of Service,CVE-2022-0028,Palo Alto Networks PAN-OS Reflected Amplification Denial-of-Service Vulnerability,primary_impact,T1498,Network Denial of Service,15.1,enterprise,,,,"['https://therecord.media/palo-alto-warns-of-firewall-vulnerability-used-in-ddos-attack-on-service-provider', 'https://security.paloaltonetworks.com/CVE-2022-0028']",CVE-2022-0028 is a reflected amplification Distributed-Denial-of-Service (DDoS) vulnerability with Palo Alto's PAN-OS firewall software. Public reports have announced the attempted exploit of this vulnerability to produce DDOS attack. ,,09/10/2024,02/11/2025
617,kev,02/13/2025,Denial of Service,CVE-2022-0028,Palo Alto Networks PAN-OS Reflected Amplification Denial-of-Service Vulnerability,exploitation_technique,T1190,Exploit Public-Facing Application,15.1,enterprise,,,,"['https://therecord.media/palo-alto-warns-of-firewall-vulnerability-used-in-ddos-attack-on-service-provider', 'https://security.paloaltonetworks.com/CVE-2022-0028']",CVE-2022-0028 is a reflected amplification Distributed-Denial-of-Service (DDoS) vulnerability with Palo Alto's PAN-OS firewall software. Public reports have announced the attempted exploit of this vulnerability to produce DDOS attack. ,,09/10/2024,02/11/2025
618,kev,02/13/2025,Privilege Escalation,CVE-2023-28252,Microsoft Windows Common Log File System (CLFS) Driver Privilege Escalation Vulnerability,secondary_impact,T1486,Data Encrypted for Impact,15.1,enterprise,,,,"['https://www.kaspersky.com/blog/nokoyawa-zero-day-exploit/47788/', 'https://cybersecuritynews.com/ransomware-gangs-vmware-esxi-bypass-flaw/', 'https://www.crowdstrike.com/en-us/blog/patch-tuesday-analysis-april-2023/', 'https://www.darkreading.com/vulnerabilities-threats/microsoft-patches-97-cves-including-zero-day-wormable-bugs', 'https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28252']","This vulnerability is exploited by an adversary that has gained local access to the victim system. If successfully exploited, the adversary would gain full SYSTEM level privileges. 

This CVE has been leveraged in the wild by Storm-0506 involved deploying Black Basta ransomware, initiated through a Qakbot infection and exploiting a Windows vulnerability (CVE-2023-28252) to gain elevated privileges. The attackers used tools like Cobalt Strike and Pypykatz for credential theft and lateral movement, eventually creating an ""ESX Admins"" group to encrypt the ESXi file system and disrupt hosted VMs.

Based on the described exploitation of CVE-2023-28252 and the associated attack activities, the following MITRE ATT&CK Tactics, Techniques, and Procedures (TTPs) could be linked to this CVE:",,09/10/2024,02/11/2025
